quarter,fav_drink,num_party,party_bin,smoke_cig,smoke_weed,campus_housing,personality,num_followers,salary,exercise,love_first_sight,learning_style,brain_type,myer_briggs,fav_sport,fav_letter,fav_num,hrs_sleep,procrastinator,only_child,birth_month,birth_date,childhood_us,age_years,gender_ident,marry,school_year,height_inches,father_height,mother_height,hand,happy,athlete,ap_stat,r_exp,num_major,hum,socsci,physsci,math,facebook,instagram,twitter,snapchat,tiktok,netflix,hulu,amazon_prime,hbo_max,disney_plus,distance,internet_hrs,fav_season,gpa_hs,gpa_nu,num_clubs,region,political,static_ability,change_ability,genetic,talent
fall 2022,Wine,8,7+,No,Yes,North campus,Introvert,1250,50000,240,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENTJ,crew,M,1,7,Yes,No,September,Odd,Yes,19,Female,35,Sophomore,63,NA,67,Right,Very happy,No,No,No,2,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,4151,2,Spring,4,3,2,Midwest,Other,Disagree,Agree,Disagree,Disagree
fall 2022,Wine,3,3-4,No,No,Neither,Extrovert,1400,50000,20,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENFP,swimming,I,5,7,No,No,January,Odd,Yes,20,Female,27,Junior,NA,NA,NA,Right,Pretty happy,Yes,No,No,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1000,4,Summer,4,3.5,4,West,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Wine,12,7+,No,No,South campus,Introvert,1400,40000,360,No,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",INFJ,football,A,16,8,No,No,February,Even,Yes,19,Female,28,Sophomore,68,72,69,Right,Pretty happy,No,No,Yes,3,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,4000,2,Spring,4.15,3.83,4,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,3,3-4,No,Yes,North campus,Introvert,175,84000,420,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INFP,softball,S,42,7,Yes,No,November,Odd,Yes,18,Female,NA,Sophomore,66,70,71,Right,Pretty happy,No,Yes,No,2,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,5000,2,Fall,4.4,NA,3,West,Independent,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,8,7+,No,Occasionally,North campus,Extrovert,1500,NA,360,Yes,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENFP,baseball,T,99,6,Yes,No,March,Odd,Yes,18,Male,28,First year,72,71,62,Right,Pretty happy,No,No,No,2,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,75335,6,Winter,4.43,NA,2,West,Democrat,Agree,Disagree,Disagree,Disagree
fall 2022,Beer,8,7+,Occasionally,Occasionally,North campus,Introvert,2000,75000,200,Yes,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",Unknown,football,G,14,8,No,No,April,Even,Yes,19,Male,24,Sophomore,69,69,64,Right,Pretty happy,No,Yes,No,1,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,10500,15,Summer,4,3.96,2,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,35,7+,No,Occasionally,South campus,Introvert,1700,35000,60,Yes,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",INFJ,skiing,Y,2,8,Yes,No,July,Odd,Yes,19,Female,28,Sophomore,69,70,67,Right,Pretty happy,No,No,No,3,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8000,NA,Winter,4,3.1,5,Southeast,Independent,Disagree,Agree,Disagree,Disagree
fall 2022,Wine,1,1-2,No,No,South campus,Introvert,500,80000,225,No,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",INFP,dance,S,22,8,No,No,June,Odd,Yes,20,Female,27,Sophomore,64,NA,NA,Right,Not too happy,No,No,Yes,2,Yes,No,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,Yes,8308,3,Spring,NA,3.69,3,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,0,0,No,No,Neither,Introvert,6,100000,420,Yes,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",Unknown,circus,O,47,7,Yes,No,October,Even,Yes,20,Female,46,Junior,67,65,61,Right,Pretty happy,No,No,Yes,3,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,5210,3,Fall,4,NA,6,Midwest,Independent,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,1,1-2,No,No,South campus,Extrovert,750,70000,180,No,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",ESFP,basketball,Z,7,7,Yes,No,April,Even,Yes,18,Female,30,First year,64.6,67.7,61.8,Right,Pretty happy,No,Yes,No,2,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,7500,8,Spring,4.21,NA,1,Northeast,No affiliation,Agree,Disagree,Agree,Disagree
fall 2022,Hard liquor/Mixed drink,7,7+,No,No,South campus,Introvert,750,NA,250,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",Unknown,cross,Q,17,8,Yes,No,February,Odd,Yes,19,Male,NA,Sophomore,72,NA,NA,Right,Pretty happy,No,Yes,No,1,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10000,3,Spring,4,NA,3,Southeast,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,15,7+,No,No,North campus,Extrovert,1400,90000,300,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",Unknown,baseball,M,8,8,Yes,No,September,Odd,Yes,19,Male,29,Sophomore,74,72,67,Right,Pretty happy,No,No,No,2,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,10401,4,Spring,3.83,NA,3,West,Democrat,Disagree,Disagree,Disagree,Disagree
fall 2022,Beer,3,3-4,No,No,Neither,Extrovert,4600,NA,760,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,football,A,2,8,Yes,No,April,Even,Yes,20,Male,26,Junior,74,70,68,Right,Pretty happy,Yes,No,Yes,1,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,3400,3,Summer,3.9,3.4,3,Southeast,Independent,Agree,Disagree,Disagree,Agree
fall 2022,Wine,2,1-2,No,No,South campus,Introvert,900,75000,630,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INFJ,volleyball,D,1,7,Yes,No,February,Odd,No,19,Male,29,Sophomore,NA,NA,NA,Right,Pretty happy,No,Yes,No,1,No,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,5500,11,Winter,4,NA,0,International,No affiliation,Disagree,Agree,Disagree,Agree
fall 2022,I don't drink,0,0,No,No,South campus,Introvert,664,50000,30,No,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",INFJ,cross,K,802,7,No,Yes,October,Even,No,18,Female,30,Sophomore,NA,NA,NA,Right,Pretty happy,No,No,No,2,No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,6876,5,Fall,4.36,3.953,3,International,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,2,1-2,No,No,North campus,Extrovert,1500,100000,420,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,soccer,S,12,8,No,No,August,Odd,Yes,18,Male,35,First year,70,NA,NA,Right,Pretty happy,No,Yes,No,1,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,5000,3,Winter,NA,NA,0,Midwest,Republican,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,0,0,No,No,North campus,Extrovert,1500,50000,1200,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",Unknown,soccer,R,10,5,No,No,August,Even,Yes,18,Female,28,First year,69,68,69,Right,Pretty happy,Yes,Yes,No,2,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,3216,540,Summer,4.4,NA,0,West,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,0,0,No,No,South campus,Introvert,800,40000,200,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,baseball,R,1,7,No,No,May,Odd,Yes,18,Male,30,First year,69,74,65,Right,Pretty happy,No,No,No,2,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,750,2,Winter,4.43,NA,5,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,0,0,No,No,South campus,Extrovert,1200,40000,450,Yes,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,tennis,Y,222,9,Yes,No,April,Even,Yes,18,Female,28,First year,64,68,63,Right,Very happy,No,No,Yes,1,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,6530,5,Fall,4.78,NA,1,Southeast,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Wine,4,3-4,No,Occasionally,South campus,Extrovert,1664,NA,240,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENFP,gymnastics,W,333,7,Yes,No,December,Even,Yes,20,Female,27,Sophomore,67,69,64,Right,Very happy,No,No,No,0,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,4,Fall,4,3.9,3,Northeast,Democrat,Disagree,Agree,Agree,Disagree
fall 2022,I don't drink,1,1-2,No,No,South campus,Introvert,840,80000,210,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFJ,soccer,O,17,8,Yes,No,May,Odd,Yes,20,Female,26,Sophomore,62,66,63,Right,Pretty happy,No,No,No,3,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,4154,4,Fall,4.6,NA,2,Midwest,Democrat,Disagree,Agree,Disagree,Agree
fall 2022,I don't drink,2,1-2,No,No,South campus,Introvert,500,NA,400,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENTP,running,A,159,8,Yes,No,March,Even,Yes,18,Male,27,First year,70,69,62,Right,Pretty happy,No,Yes,No,2,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,9753,4,Spring,3.5,NA,2,West,Republican,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,8,7+,No,No,North campus,Extrovert,1000,0,200,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,tennis,S,27,8,No,No,February,Odd,Yes,19,Female,30,Sophomore,65,71,66,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,8000,3,Summer,4,NA,1,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,6,5-6,No,Occasionally,North campus,Extrovert,1583,45000,150,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,lacrosse,J,9,8,No,No,April,Odd,Yes,18,Female,30,First year,60,68,64,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,2200,5,Fall,4,NA,0,Midwest,Democrat,Disagree,Agree,Disagree,Agree
fall 2022,I don't drink,0,0,No,No,South campus,Introvert,129,60000,150,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INFP,bowling,K,16,8,Yes,No,January,Even,Yes,19,Female,NA,Sophomore,60,65,58,Right,Pretty happy,No,No,No,2,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,Yes,No,No,7200,3,Fall,5.13,3.5,2,Midwest,No affiliation,Disagree,Agree,Disagree,Agree
fall 2022,Hard liquor/Mixed drink,4,3-4,No,No,North campus,Extrovert,1700,70000,2400,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",ENTP,cheer,V,3,7,Yes,No,November,Odd,No,18,Female,28,First year,60,69,62,Right,Not too happy,No,No,No,3,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6461,8,Fall,3.9,NA,0,Southwest,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Wine,3,3-4,No,Occasionally,South campus,Extrovert,1350,60000,200,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENFP,track,NA,2,6,Yes,No,February,Even,Yes,18,Female,33,First year,63,71,63.5,Right,Pretty happy,No,No,No,2,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,8792,4,Fall,3.92,NA,0,West,Independent,Disagree,Disagree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,0,0,No,No,South campus,Introvert,535,50000,300,No,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",INFJ,swimming,R,22,7,Yes,No,April,Even,Yes,18,Male,30,First year,73,76,64,Right,Pretty happy,No,Yes,No,1,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,6600,5,Winter,3.95,NA,0,Southeast,Democrat,Disagree,Disagree,Disagree,Disagree
fall 2022,I don't drink,0,0,No,No,North campus,Introvert,NA,30000,200,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,basketball,Q,2,6,No,Yes,December,Odd,Yes,18,Male,40,First year,67,70,60,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,40,5,Summer,5.12,NA,0,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,3,3-4,No,No,Neither,Introvert,1600,60000,20,Yes,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ISFJ,lacrosse,B,18,7,No,No,November,Even,Yes,20,Female,30,Junior,66,70,62,Left,Pretty happy,Yes,Yes,No,2,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,4279,3,Fall,3.9,4,2,Northeast,Independent,Agree,Disagree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,40,7+,No,Occasionally,Neither,Extrovert,1100,30000,120,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ESFP,football,E,14,6,Yes,No,May,Even,Yes,20,Male,28,Junior,72,70,67,Both,Pretty happy,No,No,No,1,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,7000,10,Fall,3.85,3.6,2,Southwest,Independent,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,15,7+,No,Occasionally,North campus,Extrovert,2700,350000,60,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,soccer,J,7,7,Yes,No,October,Odd,Yes,18,Male,28,First year,71,70,61,Right,Pretty happy,No,Yes,Yes,2,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,7000,5,Fall,4,NA,1,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,8,7+,No,Occasionally,North campus,Introvert,915,0,3,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,swimming,M,1,8,Yes,No,August,Odd,Yes,19,Female,30,Sophomore,68,71,69,Right,Pretty happy,No,No,No,0,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,4938,5,Fall,4.5,NA,4,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,12,7+,No,Occasionally,South campus,Extrovert,940,42000,900,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",Unknown,fencing,A,7,6,Yes,No,August,Odd,Yes,19,Female,28,Sophomore,65,72,63,Left,Don't know,Yes,No,No,2,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,6,Spring,4.5,NA,0,Southeast,Democrat,Disagree,Disagree,Disagree,Agree
fall 2022,Hard liquor/Mixed drink,1,1-2,No,Occasionally,South campus,Introvert,1300,100000,250,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTP,tennis,A,23,7,Yes,No,July,Odd,Yes,18,Female,27,First year,64,69,63,Left,Pretty happy,No,Yes,No,1,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,8000,8,Fall,3.94,NA,0,West,Democrat,Agree,Disagree,Agree,Agree
fall 2022,I don't drink,1,1-2,No,No,North campus,Introvert,300,60000,180,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",ISFP,baseball,B,23,6,Yes,No,June,Odd,Yes,19,Female,30,Sophomore,62,NA,58,Right,Not too happy,No,No,No,1,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,1432,3,Fall,5.2,NA,3,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,4,3-4,No,No,South campus,Introvert,284,50000,NA,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",INFJ,basketball,M,10,8,Yes,No,September,Even,Yes,18,Female,30,First year,NA,NA,NA,Right,Pretty happy,No,Yes,No,2,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,NA,5,Summer,4.4,NA,1,Southeast,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,5,5-6,No,No,North campus,Introvert,1300,55000,600,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ISFP,softball,C,42,5,Yes,No,March,Even,Yes,19,Female,22,Sophomore,64,69,67,Right,Pretty happy,Yes,No,No,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2600,5,Fall,4.1,NA,1,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,12,7+,Occasionally,Occasionally,South campus,Introvert,2800,120000,100,Yes,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ISFJ,swimming,M,11,5,Yes,No,February,Odd,No,19,Female,26,Sophomore,68,76,65,Right,Very happy,No,No,Yes,3,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,NA,5,Winter,4,3.93,4,International,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,1,1-2,No,No,South campus,Introvert,1300,50000,180,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",INFJ,lacrosse,X,24,7,No,No,February,Odd,No,19,Female,30,First year,65,68,65,Right,Pretty happy,No,No,No,2,Yes,No,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes,5103,3,Fall,3.94,NA,0,Northeast,Democrat,Agree,Agree,Disagree,Disagree
fall 2022,I don't drink,1,1-2,No,No,North campus,Introvert,671,50000,8,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",ENTP,basketball,K,7,6,Yes,No,September,Even,Yes,19,Male,32,First year,72,68,61,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,No,No,8097,4,Summer,NA,NA,4,Southwest,No affiliation,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,5,5-6,No,No,North campus,Extrovert,700,90000,60,No,Auditory (learn best through listening/speaking),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,sailing,J,8,8,No,No,February,Even,No,19,Female,35,Sophomore,63,70,60,Right,Pretty happy,No,No,Yes,2,No,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,8000,3,Spring,4,3.6,1,International,No affiliation,Agree,Agree,Agree,Disagree
fall 2022,Hard liquor/Mixed drink,6,5-6,No,Yes,South campus,Extrovert,2200,35000,160,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",ENFJ,soccer,N,724,8,No,No,July,Even,Yes,20,Female,30,Sophomore,65,67,62,Right,Pretty happy,No,No,No,4,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,NA,2,Summer,NA,3.9,4,Northeast,Independent,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,0,0,No,No,North campus,Introvert,100,NA,450,No,Visual (learn best through images or graphic organizers),"Right-brained (creative, art, imaginative, intuitive)",INTP,archery,E,1015,8,Yes,No,September,Even,No,18,Female,25,First year,66,66,66,Right,Pretty happy,Yes,No,No,1,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,NA,4,Fall,90,NA,1,International,No affiliation,Disagree,Agree,Agree,Disagree
fall 2022,I don't drink,0,0,No,No,North campus,Introvert,569,43000,8,Yes,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",ESFJ,olympic,J,8,8,Yes,No,June,Even,Yes,18,Female,30,First year,NA,NA,NA,Right,Not too happy,No,No,No,2,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,NA,NA,Spring,NA,NA,3,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Wine,3,3-4,No,No,South campus,Introvert,300,NA,300,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ENFJ,volleyball,Z,4,6,Yes,No,February,Odd,Yes,19,Female,30,Sophomore,NA,NA,NA,Right,Pretty happy,No,Yes,Yes,2,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Yes,NA,8,Spring,NA,NA,3,Northeast,No affiliation,Disagree,Agree,Disagree,Disagree
fall 2022,Wine,4,3-4,No,No,North campus,Introvert,1800,NA,NA,Yes,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",Unknown,softball,L,2,8,Yes,No,September,Even,Yes,20,Female,NA,Sophomore,64,73,62,Right,Pretty happy,Yes,No,No,2,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,2263,4,Fall,3.98,2.8,1,Midwest,Independent,Disagree,Agree,Disagree,Disagree
fall 2022,Beer,0,0,No,No,South campus,Introvert,550,60000,300,No,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INFP,gymnastics,Z,2,8,Yes,No,September,Even,Yes,21,Male,28,Junior,NA,NA,NA,Left,Don't know,No,No,No,2,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,6800,5,Summer,3.81,NA,3,West,No affiliation,Disagree,Agree,Disagree,Disagree
fall 2022,Hard liquor/Mixed drink,20,7+,No,Yes,Neither,Introvert,400,80000,0,Yes,Kinesthetic (learn best through figuring out hands-on problems),"Right-brained (creative, art, imaginative, intuitive)",INFP,,C,111,10,Yes,No,March,Even,Yes,21,Female,29,Senior,62,70,62,Right,Not too happy,No,No,No,2,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,4000,5,Summer,4.5,NA,2,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,1,1-2,No,No,South campus,Extrovert,550,80000,200,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",ESFP,basketball,N,8,8,Yes,No,March,Even,Yes,18,Male,30,First year,70,67,64,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,7052,10,Fall,4,NA,0,Midwest,Other,Disagree,Agree,Disagree,Disagree
fall 2022,I don't drink,0,0,No,No,South campus,Introvert,62,79800,20,No,Visual (learn best through images or graphic organizers),"Left-brained (logic, science, critical thinking, numbers)",INTP,boxing,D,47,7,Yes,No,February,Odd,Yes,20,Male,35,Junior,68,65,63,Both,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,7000,6,Spring,5,3.7,1,Northeast,Democrat,Disagree,Agree,Disagree,Disagree
fall 2022,Beer,25,7+,No,Occasionally,South campus,Extrovert,2030,40000,NA,No,Auditory (learn best through listening/speaking),"Right-brained (creative, art, imaginative, intuitive)",ENTJ,field,S,11,7,Yes,No,February,Odd,Yes,20,Female,33,Sophomore,67,69,67,Right,Pretty happy,No,No,No,2,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,6200,6,Summer,NA,3.8,3,West,Democrat,Disagree,Agree,Disagree,Disagree
summer 2022,I don't drink,1,1-2,No,No,North campus,Introvert,NA,95000,0,No,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INFP,soccer,K,7,6,Yes,No,December,Odd,Yes,20,Female,27,Sophomore,67,72,62,Right,Pretty happy,No,No,No,1,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,5562,5,Spring,4.543,3.1,1,West,Democrat,Agree,Disagree,Disagree,Agree
summer 2022,Hard liquor/Mixed drink,1,1-2,No,No,Neither,Introvert,300,50000,180,Yes,Reading/Writing (learn best through words often note-taking or reading),"Right-brained (creative, art, imaginative, intuitive)",Unknown,football,J,3,7,Yes,No,January,Odd,Yes,NA,Female,33,Senior,66,72,63,Right,Don't know,No,No,No,0,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,20425,60,Fall,NA,3.78,1,Midwest,Democrat,Disagree,Agree,Disagree,Disagree
summer 2022,Hard liquor/Mixed drink,8,7+,Occasionally,Occasionally,South campus,Extrovert,1200,80000,180,No,Kinesthetic (learn best through figuring out hands-on problems),"Left-brained (logic, science, critical thinking, numbers)",INFJ,tennis,C,2,8,Yes,No,March,Even,Yes,19,Female,27,Sophomore,65,70,62,Right,Don't know,No,Yes,No,1,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,5000,4,Spring,4.7,3.72,2,Midwest,Independent,Agree,Disagree,Agree,Disagree
summer 2022,Hard liquor/Mixed drink,2,1-2,No,No,South campus,Introvert,450,60000,210,Yes,Reading/Writing (learn best through words often note-taking or reading),"Left-brained (logic, science, critical thinking, numbers)",INTJ,badminton,B,1,8,Yes,No,January,Even,No,19,Male,30,First year,69,67,64,Right,Pretty happy,No,No,No,2,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,5500,4,Summer,4,3.6,1,International,Democrat,Disagree,Agree,Disagree,Disagree
