section,section_id,section_sis_id,submitted,attempt,2039596: How many classes have you missed so far this quarter?,1.0,"2039597: If you had a choice, what is your ideal exam day?",1.0,"2039598: How would you rate the difficulty of the material in ""Part 2"" (Chapters 5-9.1)?",1.0,2039599: How would you rate the demands of theactivities?,1.0,"2039600: Not counting the time spent in class, on average how much time a week do you spend on STAT 202 outside of class (reading check, finishing activities, studying, etc.)",1.0,2039601: How would you rate the usefulness of the lecture slides?,1.0,2039602: What are your thoughts on the course website?,1.0,2039603: How would you rate thedifficultyof Exam 2?,1.0,"2039604: How would you rate the fairness ofExam 2?
Fair means the material was covered in the course and you should be expected to know it.
(difficult does not mean the exam was unfair)",1.0,2039605: Did you actually study for the exam?,1.0,"2039606: If a future student were to ask the best way to study for an exam, what material would you suggest?",1.0,2102000: Which method do you usually use to complete the reading checks?,1.0,"2102002: I have had frequent ""loading issues"" with the reading checks.",1.0,2102001: Provide your view on Aha Slides,1.0,"2039607: Please provide any general thoughts or critiques you may have concerning the material (Chapter 5-9.1) and its use in class. If none, leave blank.
If you think that some of the material is stupid or worthless, then feel free to say so. However please indicate why you think it is stupid or worthless.
Similarly, if you think the material is wonderful and perfect, then feel free to say so. However please indicate why you think it is wonderful and perfect.
I rely on your feedback for improving this course for future students!",1.0,n correct,n incorrect,score
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 23:12:35 UTC,1,1 or 2,0.0,Friday,0.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,Yes,1.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,Posit Cloud,1.0,Only once,0.0,"I would come to class even if participation was not counted,Aha Slides provide no benefit to lecture",0.0,I like the structure of class and think it's good. I would appreciate more practice problems similar to the sample exam since the book problems feel kind of tangential at times.,0.0,6,9,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 23:02:32 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,Yes,1.0,"Practice Exam,Other",0.0,Link,0.0,Yes,1.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,"",0.0,7,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 22:46:45 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,4- Somewhat difficult,0.0,4 - fair,0.0,Yes,1.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,Posit Cloud,1.0,Yes,1.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,N/A,0.0,7,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 22:05:19 UTC,1,3 or 4,0.0,Wednesday,0.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Yes,1.0,"Review Reading Checks,End of Chapter Textbook Exercises",0.0,Posit Cloud,1.0,Yes,1.0,"I would NOT come to class if participation was not counted.,I would enjoy Aha Slides more if it were competition based",0.0,"",0.0,6,9,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 21:48:34 UTC,1,3 or 4,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Yes,1.0,"Review Reading Checks,Practice Exam",0.0,Link,0.0,Yes,1.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,I would love if the correct answers for the reading checks were posted like the Posit Activities. The RC are great to review for exams.,0.0,6,9,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 21:44:35 UTC,1,0,1.0,Monday,1.0,3 - Neither difficult nor easy,0.0,4 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,Not as much as I should have,0.0,"Review Activities,End of Chapter Textbook Exercises,Practice Exam",0.0,Link,0.0,Yes,1.0,"I would NOT come to class if participation was not counted.,Aha Slides provide no benefit to lecture",0.0,I think the most useful part of the course material is the activities. Having the consistent opportunity to apply the content made it easier to grasp the concepts.,0.0,5,10,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 21:24:13 UTC,1,1 or 2,0.0,Monday,1.0,3 - Neither difficult nor easy,0.0,4 -,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Yes,1.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,Posit Cloud,1.0,No,0.0,Aha Slides makes lectures more engaging,0.0,"",0.0,5,10,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 21:10:34 UTC,1,1 or 2,0.0,Friday,0.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Not as much as I should have,0.0,"Practice Exam,Other",0.0,Posit Cloud,1.0,Only once,0.0,No opinion on Aha Slides,0.0,"I think the course just felt like it moved a little bit too fast between exam 1 and exam 2. Maybe it's because there were many different concepts/ideas introduced but I did feel like I was falling behind at times. Otherwise, everything else in the course has been incredible! Super organized and fun to learn!!",0.0,4,11,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 21:08:26 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Yes,1.0,Practice Exam,0.0,Posit Cloud,1.0,No,0.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,"",0.0,5,10,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 21:07:58 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,Yes,1.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,Link,0.0,Only once,0.0,"I would NOT come to class if participation was not counted.,Aha Slides provide no benefit to lecture",0.0,"",0.0,5,10,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 21:04:29 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,Yes,1.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,Posit Cloud,1.0,Only once,0.0,"I would come to class even if participation was not counted,No opinion on Aha Slides",0.0,"",0.0,7,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 21:01:19 UTC,1,1 or 2,0.0,Monday,1.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,Not as much as I should have,0.0,"Review Activities,Review Reading Checks,Practice Exam",0.0,Posit Cloud,1.0,Only once,0.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,"",0.0,5,10,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 20:57:43 UTC,1,0,1.0,Monday,1.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Yes,1.0,"Review Activities,Review Reading Checks,End of Chapter Textbook Exercises,Practice Exam",0.0,Link,0.0,Only once,0.0,I would come to class even if participation was not counted,1.0,"",0.0,7,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 20:55:12 UTC,1,1 or 2,0.0,Friday,0.0,5 - Very difficult,1.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Yes,1.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,Posit Cloud,1.0,Only once,0.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,"",0.0,6,9,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 19:58:50 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Yes,1.0,Practice Exam,0.0,Posit Cloud,1.0,Yes,1.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,N/a,0.0,7,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 19:43:34 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,5-7 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,5 - Very difficult,1.0,3 - Neither fair nor unfair,0.0,Yes,1.0,"Review Reading Checks,Practice Exam",0.0,Posit Cloud,1.0,Yes,1.0,I would come to class even if participation was not counted,1.0,"I feel like the test was really long, and I was really rushing towards the end, which I didn't feel in the first exam or any of the sample exams.",0.0,9,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 19:01:08 UTC,1,1 or 2,0.0,Friday,0.0,4- Somewhat difficult,0.0,4 -,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,4- Somewhat difficult,0.0,4 - fair,0.0,Yes,1.0,"Review Activities,End of Chapter Textbook Exercises,Practice Exam",0.0,Link,0.0,Yes,1.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,"I think the second midterm was a bit longer than I was expecting, and in comparison to the first midterm. Despite that, I am really enjoying the course and the Professor, have NOTHING at all to complain about.",0.0,5,10,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 18:58:12 UTC,1,1 or 2,0.0,Monday,1.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,Not as much as I should have,0.0,"Review Reading Checks,Practice Exam",0.0,Link,0.0,Yes,1.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,"",0.0,4,11,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 18:58:08 UTC,1,0,1.0,Monday,1.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,Not as much as I should have,0.0,"Review Reading Checks,Practice Exam",0.0,Link,0.0,Yes,1.0,"I would come to class even if participation was not counted,I would enjoy Aha Slides more if it were competition based",0.0,"",0.0,5,10,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 17:58:52 UTC,1,1 or 2,0.0,Monday,1.0,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Don't care either way,0.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,Yes,1.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,Posit Cloud,1.0,Only once,0.0,"I would come to class even if participation was not counted,Aha Slides makes lectures more engaging",0.0,"",0.0,4,11,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 17:30:47 UTC,1,1 or 2,0.0,Monday,1.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,Yes,1.0,"End of Chapter Textbook Exercises,Practice Exam,Other",0.0,Posit Cloud,1.0,Yes,1.0,I would come to class even if participation was not counted,1.0,I wish we learned more about how to write the code in R for randomization instead of the app for the activities,0.0,8,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 16:42:56 UTC,1,0,1.0,Wednesday,0.0,5 - Very difficult,1.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,5 - Very difficult,1.0,1 - Very unfair (how should I know this),0.0,Yes,1.0,"Review Reading Checks,Practice Exam",0.0,Posit Cloud,1.0,Yes,1.0,I would come to class even if participation was not counted,1.0,"I think the class is generally run very well. However, I think on this latest test there were 1-3 questions that were not gone over or covered in class enough where it was fair to put on the test. I also would appreciate more videos quickly going over the answers to activities or reading checks. On the video for Activity 14, there were different questions on the second part in the video than were on the physcial worksheet.",0.0,10,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 16:01:20 UTC,1,0,1.0,Monday,1.0,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,Yes,1.0,Other,0.0,Posit Cloud,1.0,Only once,0.0,"I would come to class even if participation was not counted,Aha Slides provide no benefit to lecture,I would enjoy Aha Slides more if it were competition based",0.0,"",0.0,8,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-02-13 15:58:59 UTC,1,0,1.0,Monday,1.0,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,Yes,1.0,"End of Chapter Textbook Exercises,Practice Exam",0.0,Link,0.0,Only once,0.0,Aha Slides provide no benefit to lecture,0.0,"",0.0,7,8,1.0
