section,section_id,section_sis_id,submitted,attempt,"2039613: How would you rate the difficulty of the material in ""Part 1"" (Chapters 1-4)?",1.0,2039614: How would you rate the demands of theactivities?,1.0,"2039615: Not counting the time spent in class, on average how much time a week do you spend on STAT 202 outside of class (reading check, finishing activities, studying, etc.)",1.0,2039616: How would you rate the usefulness of the lecture slides?,1.0,2039617: What are your thoughts on the course website?,1.0,2090882: Which method do you usually use to complete reading checks?,1.0,2083921: Provide your view on Aha Slides participation (can select multiple),1.0,"2083942: This class utilizes an active learning teaching style (partially flipped).
Provide your opinions on the teaching style.",1.0,2039618: How would you rate thedifficultyof Exam 1?,1.0,"2039619: How would you rate the fairness ofExam 1?
Fair means the material was covered in the course and you should be expected to know it.
(difficult does not mean the exam was unfair)",1.0,"2039620: Please provide any general thoughts or critiques you may have concerning the material (Chapter 1-4) and its use in class. If none, leave blank.
If you think that some of the material is stupid or worthless, then feel free to say so. However please indicate why you think it is stupid or worthless.
Similarly, if you think the material is wonderful and perfect, then feel free to say so. However please indicate why you think it is wonderful and perfect.
I rely on your feedback for improving this course for future students!",1.0,n correct,n incorrect,score
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:02:50 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"I enjoy the material, and I think it is put together really well for someone like me who has no prior coding experience. On top of that, the class is interesting and fun to me because of how applicable it is to real life. ",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 15:02:45 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"Aha slides makes the lectures more engaging.,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 14:58:34 UTC,1,5 - Very difficult,1.0,5 - Too demanding,1.0,7 or more hours,0.0,1 - Not useful (waste of time),0.0,Hate it - go back to Canvas,0.0,app link,1.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,5 - Very difficult,1.0,1 - Very unfair (how should I know this),0.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 12:45:14 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Hate it - go back to Canvas,0.0,app link,1.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 06:13:09 UTC,1,1 - Very easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 05:46:26 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"I think that Prof. Sass did a wonderful job teaching class and organizing this quarter (thus far).  However, I did feel that the exam did somewhat focus on topics that either I did not realize were of significance or were only mentioned once.  I was actually more stressed about the application section but that sentiment was flipped during the exam.  Otherwise, I think she is doing a wonderful job.",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 04:20:04 UTC,1,1 - Very easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,"No opinion on Aha slides,Other",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-25 00:50:17 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Don't care either way,0.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture",0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,2 - Somewhat easy,0.0,4 - fair,0.0,"I feel like the material is good and easy to understand, however, I feel like the structure is a little unorganized. There are some code functions that I feel are thrown in and are taught to be specifically useful to one subject when it could in theory be used for something else. The current is definitely nice for those just learning the basics of R, but it would definitely help those who would want to advance their R skills if functions were organized by general use and not specific use.",0.0,1,10,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 23:25:15 UTC,1,5 - Very difficult,1.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,"I would come to class even if participation was not counted,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 21:48:25 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 20:27:21 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 20:23:39 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"The course has been great! I love the organization and the course website, I transferred into the class a week late and was able to understand everything thanks to the class slides and lecture recordings. Now, I love the structure of classes with lectures first and then practice beginning in class so I can collaborate with peers and ask any questions before finishing the assignment later on my own. The activities and reading checks are the perfect amounts of practice, while there is work outside the class it is not overwhelming and the repetition helps with learning. ",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 20:20:02 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 20:09:39 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 19:41:29 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 19:40:28 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,No opinion on Aha slides",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I thought the material covered thus far was interesting and the exam fairly reflected material covered in class.,0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 17:50:37 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 16:51:59 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 16:10:35 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 16:01:30 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides provides no benefit to the lecture,0.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"For the concept questions that were on the exam, I wished we spent more time going over that material as it was tested more on the exam. I felt like the concept question ideas were glossed over in class, considering how important they were in the test. However, the coding questions I felt were fair and used sills we did learn.",0.0,3,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 15:44:53 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,N/A,0.0,3,8,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 15:06:24 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,  ,0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 15:01:37 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,3 - Neutral (don't care one way or another),0.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,No opinion on Aha slides",0.0,Would prefer full lecture (completely on your own for activity outside of class),0.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"I think the class, homework, and exam have been fair and great so far. The one thing I would say would be I would prefer to spend more time in class lecturing and do the activities out of class",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 15:00:55 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 14:34:33 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Aha slides provides no benefit to the lecture,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"I think learning how to make graphs was very useful, especially covering the aesthetics of it like shape of points and color. Learning how easy it is to make grouped bar graphs or of proportions is a game-changer, and I hope I can apply this to other classes or projects. I think working with more interesting data would make the class more engaging but that is of course subjective. Overall, it is going well.",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 05:54:58 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,4 -,0.0,Don't care either way,0.0,app link,1.0,"Aha slides makes the lectures more engaging.,Other",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"I think a lot of the material makes a lot of sense, especially for in introduction to Stats mixed with coding. We are covering data statistics and how to analyze or map those in R. I think, so far, we have covered what I would have expected a Stats class would be like, which is kind of relieving. 

I have actually enjoyed this class. It is hard to get up in the morning but the slides make it engaging and I enjoy the classroom being a space where we can also do work and get help on problems that I have struggled with. I also thing it is very fair content. We thoroughly covered most of the content either through activities and reading checks. I also appreciate the cheat sheet. I feel like if anything creating it was helpful to my learning and It allows me not to have to cram and forget the exam content. ",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 04:23:21 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"I like how the material is structured/divided to be easily understood. For example, it is helpful to divide the data visualizations into the 5 NGs. ",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 03:10:41 UTC,1,3 - Neither difficult nor easy,0.0,5 - Too demanding,1.0,7 or more hours,0.0,5 - Very useful (keep providing slides),1.0,Don't care either way,0.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"Some of the activities for me took like 2 hours and I show up to class everyday. Also, the textbook has lots of information per chapter and is hard to learn/study the key stuff. ",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-24 02:27:03 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,No opinion on Aha slides,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 22:03:56 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 18:40:00 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 18:16:43 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 17:20:14 UTC,1,3 - Neither difficult nor easy,0.0,4 -,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,4 - fair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 16:57:42 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,I think the conceptual questions could be more about analyzing data from the application section (or any example graphs or printed data) rather than definitions. ,0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 16:56:40 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,0-1 hours,1.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,"I felt that the material was all useful and the lecture slides/book were helpful additions to the activities and other aspects of the class. As someone with no experience with any sort of coding and little experience with statistics, I’ve found the material to be helpful and easy to digest.",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 16:47:11 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,5 - Very fair (all topics were covered),1.0,I think the class is going very well! I don't have any complaints on the difficulty of the exam or the class design.,0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 16:27:14 UTC,1,1 - Very easy,0.0,4 -,0.0,3-5 hours,0.0,4 -,0.0,Love it - organized and easy to use,1.0,app link,1.0,I would come to class even if participation was not counted,1.0,Would prefer fully flipped! (Watch lecture videos outside of class and spend entire time working on activity.),0.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"I'm a little unsatisfied with how the sample exam and actual exam don't entirely correlate in terms of questions asked, as the sample exam was much easier than the actual exam. Additionally, I wish more exams were given as practice, or that the slides correlated to what would be seen on the exam. I also wish more weighting was given to the activities, as they are time-consuming and require effort.",0.0,4,7,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 16:23:46 UTC,1,3 - Neither difficult nor easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,I would come to class even if participation was not counted,1.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,Na,0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 16:02:54 UTC,1,4- Somewhat difficult,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides provides no benefit to the lecture",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,4- Somewhat difficult,0.0,3 - Neither fair nor unfair,0.0,"",0.0,5,6,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 15:47:50 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,1-3 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,app link,1.0,"I would come to class even if participation was not counted,Aha slides makes the lectures more engaging.",0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,2 - Somewhat easy,0.0,5 - Very fair (all topics were covered),1.0,"",0.0,6,5,1.0
2023WI_STAT_202-0_SEC20 Introduction to Statistics and Data Science,181215,4890_26122,2023-01-23 15:43:39 UTC,1,2 - Somewhat easy,0.0,3 - Demands were about right,0.0,3-5 hours,0.0,5 - Very useful (keep providing slides),1.0,Love it - organized and easy to use,1.0,Posit Cloud Project,0.0,Aha slides makes the lectures more engaging.,0.0,"I enjoy class as is (Lecture, activity, some solutions)",1.0,3 - Neither difficult nor easy,0.0,4 - fair,0.0,"",0.0,4,7,1.0
